county,candidate,party,office,district,votes
Guernsey,Michael Bickelmeyer,,President,,0
Guernsey,Darrell L. Castle,,President,,11
Guernsey,Hillary Clinton,Democratic,President,,4359
Guernsey,Richard Duncan,,President,,84
Guernsey,Cherunda Fox,,President,,0
Guernsey,Ben Hartnell,,President,,0
Guernsey,Tom Hoefling,,President,,0
Guernsey,Bruce E. Jaynes,,President,,0
Guernsey,Gary Johnson,,President,,549
Guernsey,Chris Keniston,,President,,0
Guernsey,Barry Kirschner,,President,,0
Guernsey,Laurence Kotlikoff,,President,,0
Guernsey,Joseph Maldonado,,President,,0
Guernsey,Michael Andrew Maturen,,President,,0
Guernsey,Evan McMullin,,President,,10
Guernsey,Monica Moorehead,,President,,0
Guernsey,Joe Schriner,,President,,0
Guernsey,Mike Smith,,President,,0
Guernsey,Jill Stein,Green,President,,99
Guernsey,Josiah R. Stroh,,President,,0
Guernsey,Douglas W. Thomson,,President,,0
Guernsey,Donald J. Trump,Republican,President,,11445
Hamilton,James Jerome Bell,,President,,0
Hamilton,Michael Bickelmeyer,,President,,0
Hamilton,Darrell L. Castle,,President,,98
Hamilton,Hillary Clinton,Democratic,President,,215719
Hamilton,Richard Duncan,,President,,1211
Hamilton,Cherunda Fox,,President,,0
Hamilton,Ben Hartnell,,President,,6
Hamilton,Tom Hoefling,,President,,18
Hamilton,Bruce E. Jaynes,,President,,0
Hamilton,Gary Johnson,,President,,13200
Hamilton,Chris Keniston,,President,,2
Hamilton,Barry Kirschner,,President,,10
Hamilton,Laurence Kotlikoff,,President,,6
Hamilton,Joseph Maldonado,,President,,0
Hamilton,Michael Andrew Maturen,,President,,64
Hamilton,Evan McMullin,,President,,1377
Hamilton,Monica Moorehead,,President,,1
Hamilton,Joe Schriner,,President,,5
Hamilton,Mike Smith,,President,,2
Hamilton,Jill Stein,Green,President,,3723
Hamilton,Josiah R. Stroh,,President,,1
Hamilton,Douglas W. Thomson,,President,,1
Hamilton,Donald J. Trump,Republican,President,,173665
Hancock,James Jerome Bell,,President,,1
Hancock,Michael Bickelmeyer,,President,,0
Hancock,Darrell L. Castle,,President,,40
Hancock,Hillary Clinton,Democratic,President,,9609
Hancock,Richard Duncan,,President,,217
Hancock,Cherunda Fox,,President,,0
Hancock,Ben Hartnell,,President,,1
Hancock,Tom Hoefling,,President,,5
Hancock,Bruce E. Jaynes,,President,,0
Hancock,Gary Johnson,,President,,1535
Hancock,Chris Keniston,,President,,4
Hancock,Barry Kirschner,,President,,0
Hancock,Laurence Kotlikoff,,President,,1
Hancock,Joseph Maldonado,,President,,0
Hancock,Michael Andrew Maturen,,President,,7
Hancock,Evan McMullin,,President,,97
Hancock,Monica Moorehead,,President,,0
Hancock,Joe Schriner,,President,,4
Hancock,Mike Smith,,President,,0
Hancock,Jill Stein,Green,President,,319
Hancock,Josiah R. Stroh,,President,,0
Hancock,Douglas W. Thomson,,President,,0
Hancock,Donald J. Trump,Republican,President,,24183
Hardin,James Jerome Bell,,President,,0
Hardin,Michael Bickelmeyer,,President,,0
Hardin,Darrell L. Castle,,President,,1
Hardin,Hillary Clinton,Democratic,President,,2920
Hardin,Richard Duncan,,President,,79
Hardin,Cherunda Fox,,President,,0
Hardin,Ben Hartnell,,President,,0
Hardin,Tom Hoefling,,President,,1
Hardin,Bruce E. Jaynes,,President,,0
Hardin,Gary Johnson,,President,,465
Hardin,Chris Keniston,,President,,0
Hardin,Barry Kirschner,,President,,0
Hardin,Laurence Kotlikoff,,President,,0
Hardin,Joseph Maldonado,,President,,0
Hardin,Michael Andrew Maturen,,President,,0
Hardin,Evan McMullin,,President,,26
Hardin,Monica Moorehead,,President,,0
Hardin,Joe Schriner,,President,,3
Hardin,Mike Smith,,President,,2
Hardin,Jill Stein,Green,President,,80
Hardin,Josiah R. Stroh,,President,,0
Hardin,Douglas W. Thomson,,President,,0
Hardin,Donald J. Trump,Republican,President,,8717
Harrison,James Jerome Bell,,President,,0
Harrison,Michael Bickelmeyer,,President,,0
Harrison,Darrell L. Castle,,President,,2
Harrison,Hillary Clinton,Democratic,President,,1688
Harrison,Richard Duncan,,President,,50
Harrison,Cherunda Fox,,President,,0
Harrison,Ben Hartnell,,President,,0
Harrison,Tom Hoefling,,President,,0
Harrison,Bruce E. Jaynes,,President,,0
Harrison,Gary Johnson,,President,,178
Harrison,Chris Keniston,,President,,0
Harrison,Barry Kirschner,,President,,0
Harrison,Laurence Kotlikoff,,President,,0
Harrison,Joseph Maldonado,,President,,0
Harrison,Michael Andrew Maturen,,President,,2
Harrison,Evan McMullin,,President,,6
Harrison,Monica Moorehead,,President,,0
Harrison,Joe Schriner,,President,,1
Harrison,Mike Smith,,President,,1
Harrison,Jill Stein,Green,President,,53
Harrison,Josiah R. Stroh,,President,,0
Harrison,Douglas W. Thomson,,President,,0
Harrison,Donald J. Trump,Republican,President,,5098
Henry,James Jerome Bell,,President,,0
Henry,Michael Bickelmeyer,,President,,0
Henry,Darrell L. Castle,,President,,1
Henry,Hillary Clinton,Democratic,President,,3756
Henry,Richard Duncan,,President,,99
Henry,Cherunda Fox,,President,,0
Henry,Ben Hartnell,,President,,0
Henry,Tom Hoefling,,President,,0
Henry,Bruce E. Jaynes,,President,,0
Henry,Gary Johnson,,President,,659
Henry,Chris Keniston,,President,,0
Henry,Barry Kirschner,,President,,0
Henry,Laurence Kotlikoff,,President,,0
Henry,Joseph Maldonado,,President,,0
Henry,Michael Andrew Maturen,,President,,0
Henry,Evan McMullin,,President,,3
Henry,Monica Moorehead,,President,,0
Henry,Joe Schriner,,President,,2
Henry,Mike Smith,,President,,0
Henry,Jill Stein,Green,President,,111
Henry,Josiah R. Stroh,,President,,0
Henry,Douglas W. Thomson,,President,,0
Henry,Donald J. Trump,Republican,President,,9301
Highland,James Jerome Bell,,President,,0
Highland,Michael Bickelmeyer,,President,,0
Highland,Darrell L. Castle,,President,,9
Highland,Hillary Clinton,Democratic,President,,3773
Highland,Richard Duncan,,President,,92
Highland,Cherunda Fox,,President,,0
Highland,Ben Hartnell,,President,,0
Highland,Tom Hoefling,,President,,0
Highland,Bruce E. Jaynes,,President,,0
Highland,Gary Johnson,,President,,473
Highland,Chris Keniston,,President,,0
Highland,Barry Kirschner,,President,,0
Highland,Laurence Kotlikoff,,President,,0
Highland,Joseph Maldonado,,President,,0
Highland,Michael Andrew Maturen,,President,,0
Highland,Evan McMullin,,President,,31
Highland,Monica Moorehead,,President,,0
Highland,Joe Schriner,,President,,0
Highland,Mike Smith,,President,,0
Highland,Jill Stein,Green,President,,103
Highland,Josiah R. Stroh,,President,,0
Highland,Douglas W. Thomson,,President,,0
Highland,Donald J. Trump,Republican,President,,14020
Hocking,James Jerome Bell,,President,,0
Hocking,Michael Bickelmeyer,,President,,0
Hocking,Darrell L. Castle,,President,,6
Hocking,Hillary Clinton,Democratic,President,,3775
Hocking,Richard Duncan,,President,,82
Hocking,Cherunda Fox,,President,,0
Hocking,Ben Hartnell,,President,,1
Hocking,Tom Hoefling,,President,,2
Hocking,Bruce E. Jaynes,,President,,0
Hocking,Gary Johnson,,President,,367
Hocking,Chris Keniston,,President,,1
Hocking,Barry Kirschner,,President,,0
Hocking,Laurence Kotlikoff,,President,,0
Hocking,Joseph Maldonado,,President,,0
Hocking,Michael Andrew Maturen,,President,,3
Hocking,Evan McMullin,,President,,14
Hocking,Monica Moorehead,,President,,0
Hocking,Joe Schriner,,President,,0
Hocking,Mike Smith,,President,,0
Hocking,Jill Stein,Green,President,,90
Hocking,Josiah R. Stroh,,President,,0
Hocking,Douglas W. Thomson,,President,,0
Hocking,Donald J. Trump,Republican,President,,8497
Holmes,James Jerome Bell,,President,,0
Holmes,Michael Bickelmeyer,,President,,0
Holmes,Darrell L. Castle,,President,,17
Holmes,Hillary Clinton,Democratic,President,,1788
Holmes,Richard Duncan,,President,,62
Holmes,Cherunda Fox,,President,,0
Holmes,Ben Hartnell,,President,,0
Holmes,Tom Hoefling,,President,,0
Holmes,Bruce E. Jaynes,,President,,0
Holmes,Gary Johnson,,President,,374
Holmes,Chris Keniston,,President,,1
Holmes,Barry Kirschner,,President,,0
Holmes,Laurence Kotlikoff,,President,,0
Holmes,Joseph Maldonado,,President,,0
Holmes,Michael Andrew Maturen,,President,,0
Holmes,Evan McMullin,,President,,39
Holmes,Monica Moorehead,,President,,0
Holmes,Joe Schriner,,President,,0
Holmes,Mike Smith,,President,,0
Holmes,Jill Stein,Green,President,,53
Holmes,Josiah R. Stroh,,President,,0
Holmes,Douglas W. Thomson,,President,,0
Holmes,Donald J. Trump,Republican,President,,8720
Huron,James Jerome Bell,,President,,0
Huron,Michael Bickelmeyer,,President,,0
Huron,Darrell L. Castle,,President,,6
Huron,Hillary Clinton,Democratic,President,,7192
Huron,Richard Duncan,,President,,244
Huron,Cherunda Fox,,President,,0
Huron,Ben Hartnell,,President,,0
Huron,Tom Hoefling,,President,,5
Huron,Bruce E. Jaynes,,President,,0
Huron,Gary Johnson,,President,,923
Huron,Chris Keniston,,President,,0
Huron,Barry Kirschner,,President,,0
Huron,Laurence Kotlikoff,,President,,1
Huron,Joseph Maldonado,,President,,0
Huron,Michael Andrew Maturen,,President,,0
Huron,Evan McMullin,,President,,45
Huron,Monica Moorehead,,President,,0
Huron,Joe Schriner,,President,,0
Huron,Mike Smith,,President,,0
Huron,Jill Stein,Green,President,,192
Huron,Josiah R. Stroh,,President,,0
Huron,Douglas W. Thomson,,President,,0
Huron,Donald J. Trump,Republican,President,,16226
Jackson,James Jerome Bell,,President,,0
Jackson,Michael Bickelmeyer,,President,,0
Jackson,Darrell L. Castle,,President,,0
Jackson,Hillary Clinton,Democratic,President,,3226
Jackson,Richard Duncan,,President,,75
Jackson,Cherunda Fox,,President,,0
Jackson,Ben Hartnell,,President,,0
Jackson,Tom Hoefling,,President,,0
Jackson,Bruce E. Jaynes,,President,,0
Jackson,Gary Johnson,,President,,373
Jackson,Chris Keniston,,President,,1
Jackson,Barry Kirschner,,President,,0
Jackson,Laurence Kotlikoff,,President,,0
Jackson,Joseph Maldonado,,President,,0
Jackson,Michael Andrew Maturen,,President,,0
Jackson,Evan McMullin,,President,,5
Jackson,Monica Moorehead,,President,,0
Jackson,Joe Schriner,,President,,0
Jackson,Mike Smith,,President,,0
Jackson,Jill Stein,Green,President,,64
Jackson,Josiah R. Stroh,,President,,0
Jackson,Douglas W. Thomson,,President,,0
Jackson,Donald J. Trump,Republican,President,,9949
Jefferson,James Jerome Bell,,President,,0
Jefferson,Michael Bickelmeyer,,President,,0
Jefferson,Darrell L. Castle,,President,,6
Jefferson,Hillary Clinton,Democratic,President,,9675
Jefferson,Richard Duncan,,President,,196
Jefferson,Cherunda Fox,,President,,0
Jefferson,Ben Hartnell,,President,,0
Jefferson,Tom Hoefling,,President,,0
Jefferson,Bruce E. Jaynes,,President,,0
Jefferson,Gary Johnson,,President,,841
Jefferson,Chris Keniston,,President,,0
Jefferson,Barry Kirschner,,President,,0
Jefferson,Laurence Kotlikoff,,President,,1
Jefferson,Joseph Maldonado,,President,,1
Jefferson,Michael Andrew Maturen,,President,,54
Jefferson,Evan McMullin,,President,,114
Jefferson,Monica Moorehead,,President,,0
Jefferson,Joe Schriner,,President,,2
Jefferson,Mike Smith,,President,,0
Jefferson,Jill Stein,Green,President,,194
Jefferson,Josiah R. Stroh,,President,,0
Jefferson,Douglas W. Thomson,,President,,0
Jefferson,Donald J. Trump,Republican,President,,21117
Knox,James Jerome Bell,,President,,0
Knox,Michael Bickelmeyer,,President,,0
Knox,Darrell L. Castle,,President,,13
Knox,Hillary Clinton,Democratic,President,,8171
Knox,Richard Duncan,,President,,164
Knox,Cherunda Fox,,President,,0
Knox,Ben Hartnell,,President,,3
Knox,Tom Hoefling,,President,,0
Knox,Bruce E. Jaynes,,President,,1
Knox,Gary Johnson,,President,,936
Knox,Chris Keniston,,President,,2
Knox,Barry Kirschner,,President,,0
Knox,Laurence Kotlikoff,,President,,0
Knox,Joseph Maldonado,,President,,0
Knox,Michael Andrew Maturen,,President,,1
Knox,Evan McMullin,,President,,55
Knox,Monica Moorehead,,President,,0
Knox,Joe Schriner,,President,,1
Knox,Mike Smith,,President,,1
Knox,Jill Stein,Green,President,,208
Knox,Josiah R. Stroh,,President,,0
Knox,Douglas W. Thomson,,President,,0
Knox,Donald J. Trump,Republican,President,,19131
Lake,James Jerome Bell,,President,,0
Lake,Michael Bickelmeyer,,President,,0
Lake,Darrell L. Castle,,President,,27
Lake,Hillary Clinton,Democratic,President,,46397
Lake,Richard Duncan,,President,,522
Lake,Cherunda Fox,,President,,0
Lake,Ben Hartnell,,President,,2
Lake,Tom Hoefling,,President,,6
Lake,Bruce E. Jaynes,,President,,0
Lake,Gary Johnson,,President,,3833
Lake,Chris Keniston,,President,,6
Lake,Barry Kirschner,,President,,0
Lake,Laurence Kotlikoff,,President,,2
Lake,Joseph Maldonado,,President,,0
Lake,Michael Andrew Maturen,,President,,9
Lake,Evan McMullin,,President,,238
Lake,Monica Moorehead,,President,,0
Lake,Joe Schriner,,President,,0
Lake,Mike Smith,,President,,3
Lake,Jill Stein,Green,President,,946
Lake,Josiah R. Stroh,,President,,0
Lake,Douglas W. Thomson,,President,,0
Lake,Donald J. Trump,Republican,President,,64255
Lawrence,James Jerome Bell,,President,,0
Lawrence,Michael Bickelmeyer,,President,,0
Lawrence,Darrell L. Castle,,President,,6
Lawrence,Hillary Clinton,Democratic,President,,6974
Lawrence,Richard Duncan,,President,,142
Lawrence,Cherunda Fox,,President,,0
Lawrence,Ben Hartnell,,President,,2
Lawrence,Tom Hoefling,,President,,0
Lawrence,Bruce E. Jaynes,,President,,0
Lawrence,Gary Johnson,,President,,589
Lawrence,Chris Keniston,,President,,0
Lawrence,Barry Kirschner,,President,,0
Lawrence,Laurence Kotlikoff,,President,,0
Lawrence,Joseph Maldonado,,President,,0
Lawrence,Michael Andrew Maturen,,President,,2
Lawrence,Evan McMullin,,President,,43
Lawrence,Monica Moorehead,,President,,0
Lawrence,Joe Schriner,,President,,0
Lawrence,Mike Smith,,President,,0
Lawrence,Jill Stein,Green,President,,160
Lawrence,Josiah R. Stroh,,President,,0
Lawrence,Douglas W. Thomson,,President,,0
Lawrence,Donald J. Trump,Republican,President,,18689
Licking,James Jerome Bell,,President,,0
Licking,Michael Bickelmeyer,,President,,0
Licking,Darrell L. Castle,,President,,49
Licking,Hillary Clinton,Democratic,President,,27376
Licking,Richard Duncan,,President,,462
Licking,Cherunda Fox,,President,,0
Licking,Ben Hartnell,,President,,14
Licking,Tom Hoefling,,President,,2
Licking,Bruce E. Jaynes,,President,,0
Licking,Gary Johnson,,President,,2708
Licking,Chris Keniston,,President,,1
Licking,Barry Kirschner,,President,,0
Licking,Laurence Kotlikoff,,President,,1
Licking,Joseph Maldonado,,President,,0
Licking,Michael Andrew Maturen,,President,,6
Licking,Evan McMullin,,President,,174
Licking,Monica Moorehead,,President,,0
Licking,Joe Schriner,,President,,1
Licking,Mike Smith,,President,,1
Licking,Jill Stein,Green,President,,725
Licking,Josiah R. Stroh,,President,,0
Licking,Douglas W. Thomson,,President,,0
Licking,Donald J. Trump,Republican,President,,51241
Logan,James Jerome Bell,,President,,0
Logan,Michael Bickelmeyer,,President,,0
Logan,Darrell L. Castle,,President,,10
Logan,Hillary Clinton,Democratic,President,,4647
Logan,Richard Duncan,,President,,127
Logan,Cherunda Fox,,President,,0
Logan,Ben Hartnell,,President,,1
Logan,Tom Hoefling,,President,,2
Logan,Bruce E. Jaynes,,President,,0
Logan,Gary Johnson,,President,,657
Logan,Chris Keniston,,President,,0
Logan,Barry Kirschner,,President,,0
Logan,Laurence Kotlikoff,,President,,0
Logan,Joseph Maldonado,,President,,0
Logan,Michael Andrew Maturen,,President,,0
Logan,Evan McMullin,,President,,41
Logan,Monica Moorehead,,President,,0
Logan,Joe Schriner,,President,,0
Logan,Mike Smith,,President,,0
Logan,Jill Stein,Green,President,,129
Logan,Josiah R. Stroh,,President,,0
Logan,Douglas W. Thomson,,President,,0
Logan,Donald J. Trump,Republican,President,,15957
Lorain,James Jerome Bell,,President,,2
Lorain,Michael Bickelmeyer,,President,,0
Lorain,Darrell L. Castle,,President,,48
Lorain,Hillary Clinton,Democratic,President,,66949
Lorain,Richard Duncan,,President,,735
Lorain,Cherunda Fox,,President,,0
Lorain,Ben Hartnell,,President,,0
Lorain,Tom Hoefling,,President,,8
Lorain,Bruce E. Jaynes,,President,,0
Lorain,Gary Johnson,,President,,4548
Lorain,Chris Keniston,,President,,3
Lorain,Barry Kirschner,,President,,0
Lorain,Laurence Kotlikoff,,President,,2
Lorain,Joseph Maldonado,,President,,0
Lorain,Michael Andrew Maturen,,President,,10
Lorain,Evan McMullin,,President,,183
Lorain,Monica Moorehead,,President,,0
Lorain,Joe Schriner,,President,,0
Lorain,Mike Smith,,President,,1
Lorain,Jill Stein,Green,President,,1255
Lorain,Josiah R. Stroh,,President,,0
Lorain,Douglas W. Thomson,,President,,0
Lorain,Donald J. Trump,Republican,President,,66818
Lucas,James Jerome Bell,,President,,0
Lucas,Michael Bickelmeyer,,President,,0
Lucas,Darrell L. Castle,,President,,88
Lucas,Hillary Clinton,Democratic,President,,110833
Lucas,Richard Duncan,,President,,857
Lucas,Cherunda Fox,,President,,0
Lucas,Ben Hartnell,,President,,2
Lucas,Tom Hoefling,,President,,6
Lucas,Bruce E. Jaynes,,President,,0
Lucas,Gary Johnson,,President,,7410
Lucas,Chris Keniston,,President,,5
Lucas,Barry Kirschner,,President,,0
Lucas,Laurence Kotlikoff,,President,,2
Lucas,Joseph Maldonado,,President,,4
Lucas,Michael Andrew Maturen,,President,,13
Lucas,Evan McMullin,,President,,383
Lucas,Monica Moorehead,,President,,0
Lucas,Joe Schriner,,President,,3
Lucas,Mike Smith,,President,,0
Lucas,Jill Stein,Green,President,,2252
Lucas,Josiah R. Stroh,,President,,0
Lucas,Douglas W. Thomson,,President,,0
Lucas,Donald J. Trump,Republican,President,,75698
Madison,James Jerome Bell,,President,,0
Madison,Michael Bickelmeyer,,President,,0
Madison,Darrell L. Castle,,President,,17
Madison,Hillary Clinton,Democratic,President,,4779
Madison,Richard Duncan,,President,,85
Madison,Cherunda Fox,,President,,0
Madison,Ben Hartnell,,President,,4
Madison,Tom Hoefling,,President,,2
Madison,Bruce E. Jaynes,,President,,0
Madison,Gary Johnson,,President,,600
Madison,Chris Keniston,,President,,0
Madison,Barry Kirschner,,President,,0
Madison,Laurence Kotlikoff,,President,,0
Madison,Joseph Maldonado,,President,,0
Madison,Michael Andrew Maturen,,President,,1
Madison,Evan McMullin,,President,,61
Madison,Monica Moorehead,,President,,0
Madison,Joe Schriner,,President,,0
Madison,Mike Smith,,President,,0
Madison,Jill Stein,Green,President,,110
Madison,Josiah R. Stroh,,President,,0
Madison,Douglas W. Thomson,,President,,0
Madison,Donald J. Trump,Republican,President,,11631
Mahoning,James Jerome Bell,,President,,0
Mahoning,Michael Bickelmeyer,,President,,0
Mahoning,Darrell L. Castle,,President,,35
Mahoning,Hillary Clinton,Democratic,President,,57381
Mahoning,Richard Duncan,,President,,431
Mahoning,Cherunda Fox,,President,,1
Mahoning,Ben Hartnell,,President,,0
Mahoning,Tom Hoefling,,President,,1
Mahoning,Bruce E. Jaynes,,President,,0
Mahoning,Gary Johnson,,President,,2606
Mahoning,Chris Keniston,,President,,0
Mahoning,Barry Kirschner,,President,,0
Mahoning,Laurence Kotlikoff,,President,,0
Mahoning,Joseph Maldonado,,President,,0
Mahoning,Michael Andrew Maturen,,President,,5
Mahoning,Evan McMullin,,President,,119
Mahoning,Monica Moorehead,,President,,2
Mahoning,Joe Schriner,,President,,0
Mahoning,Mike Smith,,President,,1
Mahoning,Jill Stein,Green,President,,874
Mahoning,Josiah R. Stroh,,President,,0
Mahoning,Douglas W. Thomson,,President,,0
Mahoning,Donald J. Trump,Republican,President,,53616
Marion,James Jerome Bell,,President,,0
Marion,Michael Bickelmeyer,,President,,0
Marion,Darrell L. Castle,,President,,12
Marion,Hillary Clinton,Democratic,President,,7928
Marion,Richard Duncan,,President,,158
Marion,Cherunda Fox,,President,,0
Marion,Ben Hartnell,,President,,0
Marion,Tom Hoefling,,President,,0
Marion,Bruce E. Jaynes,,President,,0
Marion,Gary Johnson,,President,,986
Marion,Chris Keniston,,President,,0
Marion,Barry Kirschner,,President,,0
Marion,Laurence Kotlikoff,,President,,1
Marion,Joseph Maldonado,,President,,0
Marion,Michael Andrew Maturen,,President,,1
Marion,Evan McMullin,,President,,37
Marion,Monica Moorehead,,President,,0
Marion,Joe Schriner,,President,,0
Marion,Mike Smith,,President,,0
Marion,Jill Stein,Green,President,,238
Marion,Josiah R. Stroh,,President,,0
Marion,Douglas W. Thomson,,President,,0
Marion,Donald J. Trump,Republican,President,,16961
Medina,James Jerome Bell,,President,,0
Medina,Michael Bickelmeyer,,President,,2
Medina,Darrell L. Castle,,President,,38
Medina,Hillary Clinton,Democratic,President,,32182
Medina,Richard Duncan,,President,,395
Medina,Cherunda Fox,,President,,0
Medina,Ben Hartnell,,President,,4
Medina,Tom Hoefling,,President,,6
Medina,Bruce E. Jaynes,,President,,0
Medina,Gary Johnson,,President,,2975
Medina,Chris Keniston,,President,,5
Medina,Barry Kirschner,,President,,0
Medina,Laurence Kotlikoff,,President,,6
Medina,Joseph Maldonado,,President,,0
Medina,Michael Andrew Maturen,,President,,8
Medina,Evan McMullin,,President,,226
Medina,Monica Moorehead,,President,,0
Medina,Joe Schriner,,President,,1
Medina,Mike Smith,,President,,2
Medina,Jill Stein,Green,President,,709
Medina,Josiah R. Stroh,,President,,4
Medina,Douglas W. Thomson,,President,,0
Medina,Donald J. Trump,Republican,President,,54810
Meigs,James Jerome Bell,,President,,0
Meigs,Michael Bickelmeyer,,President,,0
Meigs,Darrell L. Castle,,President,,1
Meigs,Hillary Clinton,Democratic,President,,2260
Meigs,Richard Duncan,,President,,63
Meigs,Cherunda Fox,,President,,0
Meigs,Ben Hartnell,,President,,0
Meigs,Tom Hoefling,,President,,0
Meigs,Bruce E. Jaynes,,President,,0
Meigs,Gary Johnson,,President,,280
Meigs,Chris Keniston,,President,,0
Meigs,Barry Kirschner,,President,,0
Meigs,Laurence Kotlikoff,,President,,0
Meigs,Joseph Maldonado,,President,,0
Meigs,Michael Andrew Maturen,,President,,0
Meigs,Evan McMullin,,President,,6
Meigs,Monica Moorehead,,President,,0
Meigs,Joe Schriner,,President,,0
Meigs,Mike Smith,,President,,0
Meigs,Jill Stein,Green,President,,66
Meigs,Josiah R. Stroh,,President,,0
Meigs,Douglas W. Thomson,,President,,0
Meigs,Donald J. Trump,Republican,President,,7309
Mercer,James Jerome Bell,,President,,0
Mercer,Michael Bickelmeyer,,President,,0
Mercer,Darrell L. Castle,,President,,4
Mercer,Hillary Clinton,Democratic,President,,3384
Mercer,Richard Duncan,,President,,120
Mercer,Cherunda Fox,,President,,0
Mercer,Ben Hartnell,,President,,0
Mercer,Tom Hoefling,,President,,3
Mercer,Bruce E. Jaynes,,President,,0
Mercer,Gary Johnson,,President,,562
Mercer,Chris Keniston,,President,,0
Mercer,Barry Kirschner,,President,,0
Mercer,Laurence Kotlikoff,,President,,0
Mercer,Joseph Maldonado,,President,,0
Mercer,Michael Andrew Maturen,,President,,4
Mercer,Evan McMullin,,President,,33
Mercer,Monica Moorehead,,President,,0
Mercer,Joe Schriner,,President,,0
Mercer,Mike Smith,,President,,0
Mercer,Jill Stein,Green,President,,110
Mercer,Josiah R. Stroh,,President,,0
Mercer,Douglas W. Thomson,,President,,0
Mercer,Donald J. Trump,Republican,President,,17506
Miami,James Jerome Bell,,President,,0
Miami,Michael Bickelmeyer,,President,,0
Miami,Darrell L. Castle,,President,,27
Miami,Hillary Clinton,Democratic,President,,13120
Miami,Richard Duncan,,President,,229
Miami,Cherunda Fox,,President,,0
Miami,Ben Hartnell,,President,,1
Miami,Tom Hoefling,,President,,0
Miami,Bruce E. Jaynes,,President,,1
Miami,Gary Johnson,,President,,1837
Miami,Chris Keniston,,President,,2
Miami,Barry Kirschner,,President,,0
Miami,Laurence Kotlikoff,,President,,1
Miami,Joseph Maldonado,,President,,1
Miami,Michael Andrew Maturen,,President,,7
Miami,Evan McMullin,,President,,110
Miami,Monica Moorehead,,President,,0
Miami,Joe Schriner,,President,,0
Miami,Mike Smith,,President,,3
Miami,Jill Stein,Green,President,,315
Miami,Josiah R. Stroh,,President,,1
Miami,Douglas W. Thomson,,President,,0
Miami,Donald J. Trump,Republican,President,,37079
Monroe,James Jerome Bell,,President,,0
Monroe,Michael Bickelmeyer,,President,,0
Monroe,Darrell L. Castle,,President,,0
Monroe,Hillary Clinton,Democratic,President,,1662
Monroe,Richard Duncan,,President,,64
Monroe,Cherunda Fox,,President,,0
Monroe,Ben Hartnell,,President,,0
Monroe,Tom Hoefling,,President,,0
Monroe,Bruce E. Jaynes,,President,,0
Monroe,Gary Johnson,,President,,162
Monroe,Chris Keniston,,President,,0
Monroe,Barry Kirschner,,President,,0
Monroe,Laurence Kotlikoff,,President,,0
Monroe,Joseph Maldonado,,President,,0
Monroe,Michael Andrew Maturen,,President,,0
Monroe,Evan McMullin,,President,,3
Monroe,Monica Moorehead,,President,,0
Monroe,Joe Schriner,,President,,0
Monroe,Mike Smith,,President,,0
Monroe,Jill Stein,Green,President,,36
Monroe,Josiah R. Stroh,,President,,0
Monroe,Douglas W. Thomson,,President,,0
Monroe,Donald J. Trump,Republican,President,,4868
Montgomery,James Jerome Bell,,President,,0
Montgomery,Michael Bickelmeyer,,President,,0
Montgomery,Darrell L. Castle,,President,,88
Montgomery,Hillary Clinton,Democratic,President,,122016
Montgomery,Richard Duncan,,President,,905
Montgomery,Cherunda Fox,,President,,0
Montgomery,Ben Hartnell,,President,,2
Montgomery,Tom Hoefling,,President,,11
Montgomery,Bruce E. Jaynes,,President,,0
Montgomery,Gary Johnson,,President,,8387
Montgomery,Chris Keniston,,President,,6
Montgomery,Barry Kirschner,,President,,0
Montgomery,Laurence Kotlikoff,,President,,3
Montgomery,Joseph Maldonado,,President,,0
Montgomery,Michael Andrew Maturen,,President,,24
Montgomery,Evan McMullin,,President,,645
Montgomery,Monica Moorehead,,President,,0
Montgomery,Joe Schriner,,President,,3
Montgomery,Mike Smith,,President,,2
Montgomery,Jill Stein,Green,President,,2282
Montgomery,Josiah R. Stroh,,President,,18
Montgomery,Douglas W. Thomson,,President,,0
Montgomery,Donald J. Trump,Republican,President,,123909
Morgan,James Jerome Bell,,President,,0
Morgan,Michael Bickelmeyer,,President,,0
Morgan,Darrell L. Castle,,President,,0
Morgan,Hillary Clinton,Democratic,President,,1736
Morgan,Richard Duncan,,President,,37
Morgan,Cherunda Fox,,President,,0
Morgan,Ben Hartnell,,President,,0
Morgan,Tom Hoefling,,President,,0
Morgan,Bruce E. Jaynes,,President,,0
Morgan,Gary Johnson,,President,,192
Morgan,Chris Keniston,,President,,0
Morgan,Barry Kirschner,,President,,0
Morgan,Laurence Kotlikoff,,President,,0
Morgan,Joseph Maldonado,,President,,0
Morgan,Michael Andrew Maturen,,President,,0
Morgan,Evan McMullin,,President,,2
Morgan,Monica Moorehead,,President,,0
Morgan,Joe Schriner,,President,,0
Morgan,Mike Smith,,President,,0
Morgan,Jill Stein,Green,President,,45
Morgan,Josiah R. Stroh,,President,,0
Morgan,Douglas W. Thomson,,President,,0
Morgan,Donald J. Trump,Republican,President,,4431
Morrow,James Jerome Bell,,President,,0
Morrow,Michael Bickelmeyer,,President,,0
Morrow,Darrell L. Castle,,President,,3
Morrow,Hillary Clinton,Democratic,President,,3761
Morrow,Richard Duncan,,President,,101
Morrow,Cherunda Fox,,President,,0
Morrow,Ben Hartnell,,President,,7
Morrow,Tom Hoefling,,President,,0
