candidate,county,district,office,party,votes
Mike DeWine,Jefferson,,US SENATE,Republican,2519
Mike DeWine,Knox,,US SENATE,Republican,3301
Mike DeWine,Lake,,US SENATE,Republican,9781
Mike DeWine,Lawrence,,US SENATE,Republican,4234
Mike DeWine,Licking,,US SENATE,Republican,9270
Mike DeWine,Logan,,US SENATE,Republican,3824
Mike DeWine,Lorain,,US SENATE,Republican,12550
Mike DeWine,Lucas,,US SENATE,Republican,12353
Mike DeWine,Madison,,US SENATE,Republican,2152
Mike DeWine,Mahoning,,US SENATE,Republican,6288
Mike DeWine,Marion,,US SENATE,Republican,4244
Mike DeWine,Medina,,US SENATE,Republican,9000
Mike DeWine,Meigs,,US SENATE,Republican,1802
Mike DeWine,Mercer,,US SENATE,Republican,2541
Mike DeWine,Miami,,US SENATE,Republican,7405
Mike DeWine,Monroe,,US SENATE,Republican,468
Mike DeWine,Montgomery,,US SENATE,Republican,20984
Mike DeWine,Morgan,,US SENATE,Republican,1402
Mike DeWine,Morrow,,US SENATE,Republican,2986
Mike DeWine,Muskingum,,US SENATE,Republican,5257
Mike DeWine,Noble,,US SENATE,Republican,1197
Mike DeWine,Ottawa,,US SENATE,Republican,2437
Mike DeWine,Paulding,,US SENATE,Republican,1636
Mike DeWine,Perry,,US SENATE,Republican,1712
Mike DeWine,Pickaway,,US SENATE,Republican,2798
Mike DeWine,Pike,,US SENATE,Republican,808
Mike DeWine,Portage,,US SENATE,Republican,5347
Mike DeWine,Preble,,US SENATE,Republican,3128
Mike DeWine,Putnam,,US SENATE,Republican,3964
Mike DeWine,Richland,,US SENATE,Republican,8805
Mike DeWine,Ross,,US SENATE,Republican,3545
Mike DeWine,Sandusky,,US SENATE,Republican,3718
Mike DeWine,Scioto,,US SENATE,Republican,3055
Mike DeWine,Seneca,,US SENATE,Republican,3594
Mike DeWine,Shelby,,US SENATE,Republican,2887
Mike DeWine,Stark,,US SENATE,Republican,22320
Mike DeWine,Summit,,US SENATE,Republican,21357
Mike DeWine,Trumbull,,US SENATE,Republican,5486
Mike DeWine,Tuscarawas,,US SENATE,Republican,3613
Mike DeWine,Union,,US SENATE,Republican,2851
Mike DeWine,Van Wert,,US SENATE,Republican,2735
Mike DeWine,Vinton,,US SENATE,Republican,931
Mike DeWine,Warren,,US SENATE,Republican,12823
Mike DeWine,Washington,,US SENATE,Republican,3459
Mike DeWine,Wayne,,US SENATE,Republican,5633
Mike DeWine,Williams,,US SENATE,Republican,3691
Mike DeWine,Wood,,US SENATE,Republican,5156
Mike DeWine,Wyandot,,US SENATE,Republican,2166
William G. Pierce,Adams,,US SENATE,Republican,308
William G. Pierce,Allen,,US SENATE,Republican,1564
William G. Pierce,Ashland,,US SENATE,Republican,808
William G. Pierce,Ashtabula,,US SENATE,Republican,844
William G. Pierce,Athens,,US SENATE,Republican,264
William G. Pierce,Auglaize,,US SENATE,Republican,772
William G. Pierce,Belmont,,US SENATE,Republican,603
William G. Pierce,Brown,,US SENATE,Republican,472
William G. Pierce,Butler,,US SENATE,Republican,3400
William G. Pierce,Carroll,,US SENATE,Republican,398
William G. Pierce,Champaign,,US SENATE,Republican,621
William G. Pierce,Clark,,US SENATE,Republican,1116
William G. Pierce,Clermont,,US SENATE,Republican,2902
William G. Pierce,Clinton,,US SENATE,Republican,398
William G. Pierce,Columbiana,,US SENATE,Republican,998
William G. Pierce,Coshocton,,US SENATE,Republican,568
William G. Pierce,Crawford,,US SENATE,Republican,688
William G. Pierce,Cuyahoga,,US SENATE,Republican,5612
William G. Pierce,Darke,,US SENATE,Republican,717
William G. Pierce,Defiance,,US SENATE,Republican,526
William G. Pierce,Delaware,,US SENATE,Republican,2883
William G. Pierce,Erie,,US SENATE,Republican,539
William G. Pierce,Fairfield,,US SENATE,Republican,2335
William G. Pierce,Fayette,,US SENATE,Republican,307
William G. Pierce,Franklin,,US SENATE,Republican,10977
William G. Pierce,Fulton,,US SENATE,Republican,702
William G. Pierce,Gallia,,US SENATE,Republican,175
William G. Pierce,Geauga,,US SENATE,Republican,1112
William G. Pierce,Greene,,US SENATE,Republican,1754
William G. Pierce,Guernsey,,US SENATE,Republican,424
William G. Pierce,Hamilton,,US SENATE,Republican,7955
William G. Pierce,Hancock,,US SENATE,Republican,1475
William G. Pierce,Hardin,,US SENATE,Republican,509
William G. Pierce,Harrison,,US SENATE,Republican,126
William G. Pierce,Henry,,US SENATE,Republican,448
William G. Pierce,Highland,,US SENATE,Republican,311
William G. Pierce,Hocking,,US SENATE,Republican,326
William G. Pierce,Holmes,,US SENATE,Republican,399
William G. Pierce,Huron,,US SENATE,Republican,447
William G. Pierce,Jackson,,US SENATE,Republican,280
William G. Pierce,Jefferson,,US SENATE,Republican,655
William G. Pierce,Knox,,US SENATE,Republican,1044
William G. Pierce,Lake,,US SENATE,Republican,1247
William G. Pierce,Lawrence,,US SENATE,Republican,563
William G. Pierce,Licking,,US SENATE,Republican,2134
William G. Pierce,Logan,,US SENATE,Republican,741
William G. Pierce,Lorain,,US SENATE,Republican,1808
William G. Pierce,Lucas,,US SENATE,Republican,2267
William G. Pierce,Madison,,US SENATE,Republican,781
William G. Pierce,Mahoning,,US SENATE,Republican,1076
William G. Pierce,Marion,,US SENATE,Republican,2531
William G. Pierce,Medina,,US SENATE,Republican,1737
William G. Pierce,Meigs,,US SENATE,Republican,215
William G. Pierce,Mercer,,US SENATE,Republican,309
William G. Pierce,Miami,,US SENATE,Republican,1153
William G. Pierce,Monroe,,US SENATE,Republican,117
William G. Pierce,Montgomery,,US SENATE,Republican,3525
William G. Pierce,Morgan,,US SENATE,Republican,233
William G. Pierce,Morrow,,US SENATE,Republican,741
William G. Pierce,Muskingum,,US SENATE,Republican,967
William G. Pierce,Noble,,US SENATE,Republican,196
William G. Pierce,Ottawa,,US SENATE,Republican,448
William G. Pierce,Paulding,,US SENATE,Republican,321
William G. Pierce,Perry,,US SENATE,Republican,342
William G. Pierce,Pickaway,,US SENATE,Republican,609
William G. Pierce,Pike,,US SENATE,Republican,113
William G. Pierce,Portage,,US SENATE,Republican,1535
William G. Pierce,Preble,,US SENATE,Republican,748
William G. Pierce,Putnam,,US SENATE,Republican,559
William G. Pierce,Richland,,US SENATE,Republican,1443
William G. Pierce,Ross,,US SENATE,Republican,464
William G. Pierce,Sandusky,,US SENATE,Republican,675
William G. Pierce,Scioto,,US SENATE,Republican,387
William G. Pierce,Seneca,,US SENATE,Republican,553
William G. Pierce,Shelby,,US SENATE,Republican,433
William G. Pierce,Stark,,US SENATE,Republican,4040
William G. Pierce,Summit,,US SENATE,Republican,4426
William G. Pierce,Trumbull,,US SENATE,Republican,1193
William G. Pierce,Tuscarawas,,US SENATE,Republican,550
William G. Pierce,Union,,US SENATE,Republican,1122
William G. Pierce,Van Wert,,US SENATE,Republican,464
William G. Pierce,Vinton,,US SENATE,Republican,123
William G. Pierce,Warren,,US SENATE,Republican,3640
William G. Pierce,Washington,,US SENATE,Republican,602
William G. Pierce,Wayne,,US SENATE,Republican,1034
William G. Pierce,Williams,,US SENATE,Republican,604
William G. Pierce,Wood,,US SENATE,Republican,1087
William G. Pierce,Wyandot,,US SENATE,Republican,360
David R. Smith,Adams,,US SENATE,Republican,442
David R. Smith,Allen,,US SENATE,Republican,1578
David R. Smith,Ashland,,US SENATE,Republican,877
David R. Smith,Ashtabula,,US SENATE,Republican,758
David R. Smith,Athens,,US SENATE,Republican,234
David R. Smith,Auglaize,,US SENATE,Republican,645
David R. Smith,Belmont,,US SENATE,Republican,466
David R. Smith,Brown,,US SENATE,Republican,564
David R. Smith,Butler,,US SENATE,Republican,4503
David R. Smith,Carroll,,US SENATE,Republican,491
David R. Smith,Champaign,,US SENATE,Republican,711
David R. Smith,Clark,,US SENATE,Republican,1427
David R. Smith,Clermont,,US SENATE,Republican,3660
David R. Smith,Clinton,,US SENATE,Republican,609
David R. Smith,Columbiana,,US SENATE,Republican,1731
David R. Smith,Coshocton,,US SENATE,Republican,403
David R. Smith,Crawford,,US SENATE,Republican,666
David R. Smith,Cuyahoga,,US SENATE,Republican,4523
David R. Smith,Darke,,US SENATE,Republican,564
David R. Smith,Defiance,,US SENATE,Republican,610
David R. Smith,Delaware,,US SENATE,Republican,2414
David R. Smith,Erie,,US SENATE,Republican,552
David R. Smith,Fairfield,,US SENATE,Republican,3851
David R. Smith,Fayette,,US SENATE,Republican,518
David R. Smith,Franklin,,US SENATE,Republican,8406
David R. Smith,Fulton,,US SENATE,Republican,763
David R. Smith,Gallia,,US SENATE,Republican,364
David R. Smith,Geauga,,US SENATE,Republican,842
David R. Smith,Greene,,US SENATE,Republican,1883
David R. Smith,Guernsey,,US SENATE,Republican,461
David R. Smith,Hamilton,,US SENATE,Republican,9714
David R. Smith,Hancock,,US SENATE,Republican,1322
David R. Smith,Hardin,,US SENATE,Republican,490
David R. Smith,Harrison,,US SENATE,Republican,143
David R. Smith,Henry,,US SENATE,Republican,609
David R. Smith,Highland,,US SENATE,Republican,397
David R. Smith,Hocking,,US SENATE,Republican,284
David R. Smith,Holmes,,US SENATE,Republican,422
David R. Smith,Huron,,US SENATE,Republican,521
David R. Smith,Jackson,,US SENATE,Republican,349
David R. Smith,Jefferson,,US SENATE,Republican,648
David R. Smith,Knox,,US SENATE,Republican,845
David R. Smith,Lake,,US SENATE,Republican,1040
David R. Smith,Lawrence,,US SENATE,Republican,865
David R. Smith,Licking,,US SENATE,Republican,2884
David R. Smith,Logan,,US SENATE,Republican,742
David R. Smith,Lorain,,US SENATE,Republican,2065
David R. Smith,Lucas,,US SENATE,Republican,2365
David R. Smith,Madison,,US SENATE,Republican,725
David R. Smith,Mahoning,,US SENATE,Republican,1445
David R. Smith,Marion,,US SENATE,Republican,881
David R. Smith,Medina,,US SENATE,Republican,1727
David R. Smith,Meigs,,US SENATE,Republican,328
David R. Smith,Mercer,,US SENATE,Republican,419
David R. Smith,Miami,,US SENATE,Republican,1393
David R. Smith,Monroe,,US SENATE,Republican,111
David R. Smith,Montgomery,,US SENATE,Republican,4005
David R. Smith,Morgan,,US SENATE,Republican,257
David R. Smith,Morrow,,US SENATE,Republican,692
David R. Smith,Muskingum,,US SENATE,Republican,1142
David R. Smith,Noble,,US SENATE,Republican,262
David R. Smith,Ottawa,,US SENATE,Republican,401
David R. Smith,Paulding,,US SENATE,Republican,353
David R. Smith,Perry,,US SENATE,Republican,483
David R. Smith,Pickaway,,US SENATE,Republican,704
David R. Smith,Pike,,US SENATE,Republican,135
David R. Smith,Portage,,US SENATE,Republican,1274
David R. Smith,Preble,,US SENATE,Republican,627
David R. Smith,Putnam,,US SENATE,Republican,579
David R. Smith,Richland,,US SENATE,Republican,2009
David R. Smith,Ross,,US SENATE,Republican,595
David R. Smith,Sandusky,,US SENATE,Republican,699
David R. Smith,Scioto,,US SENATE,Republican,637
David R. Smith,Seneca,,US SENATE,Republican,689
David R. Smith,Shelby,,US SENATE,Republican,442
David R. Smith,Stark,,US SENATE,Republican,4679
David R. Smith,Summit,,US SENATE,Republican,3704
David R. Smith,Trumbull,,US SENATE,Republican,1198
David R. Smith,Tuscarawas,,US SENATE,Republican,667
David R. Smith,Union,,US SENATE,Republican,739
David R. Smith,Van Wert,,US SENATE,Republican,505
David R. Smith,Vinton,,US SENATE,Republican,164
David R. Smith,Warren,,US SENATE,Republican,4061
David R. Smith,Washington,,US SENATE,Republican,634
David R. Smith,Wayne,,US SENATE,Republican,1240
David R. Smith,Williams,,US SENATE,Republican,823
David R. Smith,Wood,,US SENATE,Republican,1065
David R. Smith,Wyandot,,US SENATE,Republican,472
